letter,YEAR,height,site,sqrtszt,sqrtszt1
CC,06-07,7,6,4.502887916,4.043806855
CC,06-07,8,6,1.402920655,1.813536388
CC,06-07,9,6,5.475520416,6.002042657
CC,06-07,10,6,2.022099923,2.390773837
D,06-07,1,1,1.835290773,1.753692506
D,06-07,2,1,3.456185199,3.321055967
D,06-07,4,1,2.649247278,2.78292852
D,06-07,6,1,1.608795143,1.738722061
D,06-07,7,1,2.077954532,2.291897181
D,06-07,8,1,0.886879102,0.928523745
D,06-07,9,1,0.986995787,1.074827315
D,06-07,10,1,2.947911137,3.087910345
DD,06-07,1,6,1.293597243,1.456418099
DD,06-07,2,6,1.180501816,1.237447395
DD,06-07,3,6,2.743307383,0.893963839
DD,06-07,4,6,1.621136171,0
DD,06-07,5,6,0.320799569,0
DD,06-07,6,6,3.293208179,1.476692984
DD,06-07,7,6,1.716003382,1.172435318
DD,06-07,8,6,0.696404085,0.872107675
DD,06-07,9,6,2.351354412,2.509908758
DD,06-07,10,6,2.461316205,2.483643351
E,06-07,1,1,1.045377563,0
E,06-07,2,1,1.189523514,0.993822389
E,06-07,3,1,1.073940772,1.156805968
E,06-07,4,1,1.745794678,1.748985464
E,06-07,5,1,1.457473972,1.526571723
E,06-07,6,1,3.657423052,3.126781992
E,06-07,7,1,4.312307629,4.111309428
E,06-07,8,1,2.62127591,2.721629612
E,06-07,9,1,1.822211356,1.92816694
E,06-07,10,1,3.217184431,3.198431759
EE,06-07,1,6,2.064826028,0
EE,06-07,2,6,2.892568661,3.698980478
EE,06-07,3,6,0.983479369,1.155176704
EE,06-07,4,6,1.605307975,1.776615003
EE,06-07,5,6,2.935100659,3.131277598
EE,06-07,6,6,1.020636023,1.073974502
EE,06-07,7,6,4.207705029,4.158385632
EE,06-07,8,6,2.562358411,2.888243986
EE,06-07,9,6,1.65285689,1.969407259
EE,06-07,10,6,1.21249901,1.430035944
FF,06-07,1,7,1.799409021,1.456762399
FF,06-07,2,7,1.752780009,1.922646542
FF,06-07,3,7,0.557566178,0.515724311
FF,06-07,4,7,1.797802214,1.998853602
FF,06-07,5,7,2.212998513,2.5783558
FF,06-07,6,7,2.035624349,2.431821455
FF,06-07,7,7,0.363184458,0.556478166
FF,06-07,8,7,1.590921944,1.766863653
FF,06-07,9,7,0.414427002,0.497699627
FF,06-07,10,7,0.522993708,0.917995816
GG,06-07,1,7,4.262473069,4.073076945
GG,06-07,2,7,1.931074507,2.399789172
GG,06-07,3,7,2.091787586,2.408977146
GG,06-07,4,7,0.520446264,0.529854026
GG,06-07,5,7,1.866129283,1.980630499
GG,06-07,6,7,1.606365846,1.833407893
GG,06-07,7,7,0.989289658,1.114116925
GG,06-07,8,7,1.226103782,1.256009702
GG,06-07,9,7,2.222959854,2.538940636
GG,06-07,10,7,1.292529877,1.353539295
H,06-07,1,2,1.385539237,0
H,06-07,2,2,1.309256213,0.189924441
H,06-07,3,2,0.842487309,0.260517482
H,06-07,4,2,0.944802691,0
H,06-07,5,2,1.606940804,0
H,06-07,7,2,2.475941604,2.416013104
H,06-07,8,2,1.79477409,1.822501076
H,06-07,9,2,2.503382854,1.18523007
H,06-07,10,2,0.960149349,0.941402664
HH,06-07,2,7,0.975864749,1.166618701
HH,06-07,3,7,2.268999984,2.555809058
HH,06-07,4,7,2.878349699,3.34630475
HH,06-07,5,7,1.968636391,2.411090845
HH,06-07,6,7,2.198050101,2.441072533
HH,06-07,7,7,1.409434167,1.694190937
HH,06-07,8,7,2.35751791,2.781675036
HH,06-07,9,7,0.913544493,0.954086389
HH,06-07,10,7,1.428777065,1.771883542
I,06-07,1,2,2.317863913,2.218315345
I,06-07,2,2,1.055275758,0.965531978
I,06-07,4,2,2.402696178,2.020618767
I,06-07,5,2,0.720357166,1.315290464
I,06-07,6,2,2.81041416,2.808520085
I,06-07,7,2,1.044714108,1.197943741
I,06-07,8,2,1.888953199,2.3796072
I,06-07,9,2,3.284979481,3.38094863
I,06-07,10,2,0.464096005,0
II,06-07,1,7,0.602945375,0.622191547
II,06-07,2,7,0.407209916,0.488557548
II,06-07,3,7,1.130421062,0.847108948
II,06-07,4,7,1.958460092,2.244179053
II,06-07,5,7,1.1960692,1.448677437
II,06-07,6,7,2.799439147,2.998749541
II,06-07,7,7,0.667431641,0.6962515
II,06-07,8,7,2.577708678,2.788846866
II,06-07,9,7,0.975275899,1.172459103
II,06-07,10,7,1.051442931,1.382352109
J,06-07,1,2,0.973400329,1.130884687
J,06-07,2,2,1.314630871,1.14688048
J,06-07,4,2,1.389671581,1.353305
J,06-07,5,2,2.069226426,2.21518307
J,06-07,6,2,0.292007318,0.282794026
J,06-07,7,2,1.751895271,1.844230614
J,06-07,8,2,0.854879158,0.871505897
J,06-07,9,2,2.284110985,2.348836766
J,06-07,10,2,1.166419073,1.240505358
JJ,06-07,1,7,1.315013779,1.369954283
JJ,06-07,2,7,1.147782317,1.155545904
JJ,06-07,3,7,4.89476184,4.547320477
JJ,06-07,4,7,0.896457092,1.004290287
JJ,06-07,5,7,3.879686053,3.979397552
JJ,06-07,6,7,1.260523304,1.559685408
JJ,06-07,7,7,1.447045557,1.774671454
JJ,06-07,8,7,0.617168963,0
JJ,06-07,9,7,0.650242942,0.766091754
JJ,06-07,10,7,2.422649533,2.584083846
K,06-07,1,3,1.464743106,1.886121433
K,06-07,2,3,3.894281277,4.153651881
K,06-07,3,3,1.929543852,2.373432443
K,06-07,4,3,1.335791857,1.729869802
K,06-07,5,3,2.888637243,3.396970391
K,06-07,6,3,1.501692087,1.833989605
K,06-07,7,3,5.376836386,5.394650072
K,06-07,8,3,1.842685182,0.981347039
K,06-07,9,3,1.512521081,1.645802172
K,06-07,10,3,0.439870543,0.526824098
KK,06-07,1,8,2.710882236,3.038988008
KK,06-07,2,8,2.144839987,2.174381334
KK,06-07,3,8,1.424599518,1.738207053
KK,06-07,4,8,1.712951244,1.718137602
KK,06-07,5,8,2.629474477,2.481410061
KK,06-07,6,8,3.409577702,2.981855499
KK,06-07,7,8,1.09731798,1.075705768
KK,06-07,8,8,0.889832366,0.989492447
KK,06-07,9,8,1.401318715,1.573753682
KK,06-07,10,8,4.860094095,5.256296988
L,06-07,2,3,4.531029339,2.451857943
L,06-07,3,3,3.563455149,2.868867461
L,06-07,4,3,6.048503481,3.371649727
L,06-07,5,3,1.209757308,0
L,06-07,6,3,2.057332573,1.641193482
L,06-07,7,3,0.797397235,0
L,06-07,8,3,5.934207408,5.878666653
L,06-07,9,3,2.679101767,2.903270773
LL,06-07,1,8,2.107657474,2.324798211
LL,06-07,2,8,1.909440699,2.186090075
LL,06-07,3,8,2.140379976,2.384791575
LL,06-07,4,8,3.571012656,3.791703479
LL,06-07,5,8,0.850045279,1.025501603
LL,06-07,6,8,1.446623029,1.58583639
LL,06-07,7,8,1.410599662,1.664004755
LL,06-07,8,8,2.974338764,3.252312283
LL,06-07,9,8,0.876713107,1.118279913
LL,06-07,10,8,1.049368941,1.165595916
M,06-07,1,3,2.25767959,2.379831313
M,06-07,2,3,1.652391675,1.924361186
M,06-07,3,3,0.778859924,0
M,06-07,4,3,1.277110821,1.369003825
M,06-07,5,3,0.701057025,0.792095386
M,06-07,6,3,3.09671896,3.360193579
M,06-07,7,3,2.949824191,3.159720301
M,06-07,8,3,3.630942616,2.614775259
M,06-07,9,3,2.31236084,4.300837091
M,06-07,10,3,4.404864424,3.301604373
MM,06-07,1,8,2.863955401,3.205120721
MM,06-07,2,8,2.315735484,2.704349657
MM,06-07,3,8,3.176901768,3.804418422
MM,06-07,4,8,1.368318201,1.747340627
MM,06-07,5,8,2.606836239,2.870392328
MM,06-07,6,8,0.374682575,0.50947842
MM,06-07,7,8,2.505521873,2.843776687
MM,06-07,8,8,0.592996997,0.745322263
MM,06-07,9,8,2.010262183,2.711949974
MM,06-07,10,8,0.872960722,1.137322865
N,06-07,1,3,2.0609719,1.681016672
N,06-07,2,3,1.449073555,0
N,06-07,3,3,1.685948078,1.86414887
N,06-07,4,3,2.022545096,1.104726671
N,06-07,5,3,3.153521723,3.983425401
N,06-07,6,3,1.795303111,1.588260179
N,06-07,7,3,1.912589991,2.264832955
N,06-07,8,3,1.223424697,1.36246711
N,06-07,9,3,3.339004686,3.24074943
N,06-07,10,3,1.268023972,1.450806997
NN,06-07,1,8,0.224404338,0
NN,06-07,2,8,2.230620267,1.990190726
NN,06-07,3,8,1.618992875,0.627489387
NN,06-07,4,8,1.884712362,2.10763932
NN,06-07,5,8,3.14861632,3.341825423
NN,06-07,6,8,1.426956722,1.416093195
NN,06-07,8,8,1.948082264,1.583009765
NN,06-07,9,8,1.596245392,1.816088433
NN,06-07,10,8,2.433476473,2.677585626
O,06-07,1,3,2.196145415,2.279960092
O,06-07,2,3,1.763169738,1.881550051
O,06-07,3,3,1.113802779,1.160176864
O,06-07,4,3,3.327145626,2.338074349
O,06-07,5,3,0.8839787,0
O,06-07,7,3,2.891839874,3.11239042
O,06-07,8,3,4.684000428,3.933383012
O,06-07,9,3,3.155305623,2.719815026
O,06-07,10,3,2.2782093,2.388558235
OO,06-07,1,8,2.407577742,2.640683377
OO,06-07,2,8,1.008984239,0.792960456
OO,06-07,3,8,0.447805591,0.557830453
OO,06-07,4,8,2.061882543,2.039106804
OO,06-07,5,8,2.724315868,2.825129056
OO,06-07,6,8,2.658952136,2.763770546
OO,06-07,7,8,4.540921049,3.816736299
OO,06-07,8,8,3.33349504,3.565122743
OO,06-07,9,8,1.611026265,1.779352048
OO,06-07,10,8,2.517350904,2.65594659
P,06-07,2,4,0.543001351,0
P,06-07,3,4,3.798378333,3.904195654
P,06-07,4,4,2.139890502,1.80403529
P,06-07,5,4,2.717907473,0.489191074
P,06-07,6,4,1.510496315,0
P,06-07,7,4,1.053483149,0.448072153
P,06-07,8,4,5.443246099,4.131077022
P,06-07,10,4,3.486856187,4.096203234
Q,06-07,2,4,2.871509427,1.183438683
Q,06-07,3,4,2.624059538,2.59453769
Q,06-07,4,4,1.610947713,1.206499165
Q,06-07,5,4,6.645043349,6.367438066
Q,06-07,6,4,3.505454606,3.293193436
Q,06-07,7,4,0.959932395,1.057138164
Q,06-07,8,4,2.573158207,2.699019784
Q,06-07,9,4,2.49698403,2.654519212
Q,06-07,10,4,2.168041632,2.345527362
R,06-07,2,4,3.209155509,3.883067336
R,06-07,3,4,1.484539054,1.467875739
R,06-07,4,4,1.68871974,1.602392712
R,06-07,5,4,2.684104102,2.557369218
R,06-07,6,4,6.590946105,7.291424558
R,06-07,7,4,5.966203828,4.32584325
R,06-07,8,4,1.341080767,1.50166269
R,06-07,9,4,2.731534423,2.79476493
R,06-07,10,4,1.351099693,1.666103389
S,06-07,1,4,3.885126559,4.058741204
S,06-07,2,4,2.817725783,3.068866579
S,06-07,3,4,1.995915183,2.020282517
S,06-07,4,4,1.287076047,1.40370534
S,06-07,5,4,2.835278155,3.024928314
S,06-07,6,4,1.251259427,1.236368645
S,06-07,7,4,1.16199872,1.240531163
S,06-07,8,4,2.095484051,2.190747167
S,06-07,9,4,3.534326212,4.059871379
S,06-07,10,4,3.064808699,3.417798892
T,06-07,1,4,2.836587276,2.53212448
T,06-07,2,4,1.704127839,1.05312458
T,06-07,3,4,3.466424916,3.369847357
T,06-07,4,4,5.881547979,5.011766235
T,06-07,5,4,5.191526078,6.494365762
T,06-07,6,4,3.416403893,3.423601012
T,06-07,7,4,2.801234463,2.676811076
T,06-07,8,4,2.130256018,2.150880746
T,06-07,9,4,2.5659553,2.799193244
T,06-07,10,4,3.011352241,3.136234461
U,06-07,1,5,2.226262333,0
U,06-07,2,5,1.56251383,1.723225281
U,06-07,3,5,1.531665708,1.555181595
U,06-07,4,5,3.866628848,3.207475625
U,06-07,5,5,0.494071266,0
U,06-07,6,5,3.594615868,3.242717153
U,06-07,7,5,2.768368728,2.914604828
U,06-07,8,5,0.371003118,0.444597725
U,06-07,9,5,0.644027394,0.731148373
U,06-07,10,5,2.374218497,2.537232501
V,06-07,1,5,1.502451579,1.132948346
V,06-07,2,5,1.622564174,1.702194673
V,06-07,3,5,2.015345176,0
V,06-07,4,5,3.417731547,3.000625075
V,06-07,5,5,1.512064116,1.709073348
V,06-07,6,5,2.066672868,2.04288019
V,06-07,7,5,1.065480034,1.174712698
V,06-07,8,5,0.783753953,0
V,06-07,9,5,1.619813959,1.818148941
V,06-07,10,5,1.222247842,1.255261338
W,06-07,1,5,2.442632177,2.716440655
W,06-07,2,5,2.243272563,1.567154793
W,06-07,3,5,4.923966242,4.901838602
W,06-07,4,5,1.98302123,2.082014512
W,06-07,5,5,1.297298184,1.254912667
W,06-07,6,5,1.558073887,1.828115611
W,06-07,7,5,2.831437478,3.071334994
W,06-07,8,5,2.637685201,2.948290592
W,06-07,9,5,1.299133137,1.377565076
W,06-07,10,5,0.577029914,0.622590951
X,06-07,1,5,3.235141206,3.651591378
X,06-07,2,5,4.173425951,4.390649744
X,06-07,3,5,0.372374277,0.431781231
X,06-07,4,5,3.871957836,4.270438678
X,06-07,5,5,2.379205072,2.651941724
X,06-07,6,5,2.535433319,2.271160395
X,06-07,7,5,1.61580371,1.84457133
X,06-07,8,5,1.169070227,1.231633181
X,06-07,9,5,3.240209272,3.541662711
X,06-07,10,5,1.70789086,1.841347271
Y,06-07,1,5,6.394760468,4.396357822
Y,06-07,2,5,0.4823183,0.498697343
Y,06-07,3,5,0.816356897,0.326817845
Y,06-07,4,5,0.840745997,0.938141654
Y,06-07,5,5,3.002937092,2.153010222
Y,06-07,6,5,2.169692891,2.116477429
Y,06-07,7,5,0.689688245,0.312844026
Y,06-07,8,5,2.455605313,2.514950143
Y,06-07,9,5,4.621842463,4.86780708
Y,06-07,10,5,0.878788198,0.985372394
A,07-08,1,1,2.515704998,2.563421329
A,07-08,2,1,2.408711158,2.649397316
A,07-08,3,1,1.877015459,2.065936444
A,07-08,4,1,4.136853764,5.896874108
A,07-08,5,1,2.730501464,2.798258945
A,07-08,6,1,1.417865509,1.480159054
A,07-08,7,1,1.888708559,2.131284751
A,07-08,8,1,3.723795631,3.61787099
A,07-08,9,1,0.830734069,0.938833945
A,07-08,10,1,1.225970863,1.376265323
AA,07-08,1,6,0.356729075,0
AA,07-08,3,6,2.361409626,2.058772092
AA,07-08,4,6,0.743362264,0.889831473
AA,07-08,5,6,1.506819735,1.343907391
AA,07-08,6,6,1.203864684,1.196887949
AA,07-08,7,6,2.423586657,2.560175782
AA,07-08,8,6,2.177357293,2.016799437
AA,07-08,9,6,1.308053763,1.505229388
AA,07-08,10,6,3.101486768,3.45428867
B,07-08,1,1,1.680477782,2.184244163
B,07-08,2,1,3.091232544,3.438350414
B,07-08,3,1,4.093984549,5.181119701
B,07-08,4,1,1.874297445,2.36609744
B,07-08,5,1,1.556831274,3.088947708
B,07-08,6,1,3.218517494,3.166382359
B,07-08,7,1,2.627077044,2.618617312
B,07-08,8,1,2.629405858,3.931627425
B,07-08,9,1,3.494219696,3.547709619
B,07-08,10,1,2.258659324,2.433230419
BB,07-08,1,6,1.211697265,1.076528474
BB,07-08,2,6,2.200822808,2.028250421
BB,07-08,3,6,1.074023916,0
BB,07-08,4,6,2.374163989,2.263132588
BB,07-08,5,6,2.025012778,1.959363849
BB,07-08,6,6,2.202861904,2.246602496
BB,07-08,7,6,0.333672174,0
BB,07-08,8,6,1.381369192,1.326448902
BB,07-08,9,6,2.029828588,2.267649734
BB,07-08,10,6,1.532691298,1.537332737
C,07-08,1,1,1.948812084,1.822062666
C,07-08,2,1,2.12294416,1.997034773
C,07-08,3,1,1.42602821,1.694563416
C,07-08,4,1,2.722489525,2.093956049
C,07-08,5,1,1.425901739,1.127274171
C,07-08,6,1,1.435181179,1.495467451
C,07-08,7,1,2.033369706,2.231921287
C,07-08,8,1,1.458938491,1.724674223
C,07-08,9,1,3.416167419,3.741006446
C,07-08,10,1,3.340685733,3.56103997
CC,07-08,1,6,2.062153475,2.062863252
CC,07-08,3,6,0.760975256,0.737329926
CC,07-08,4,6,4.028737397,3.509757513
CC,07-08,5,6,0.24397726,0
CC,07-08,6,6,2.78325723,2.658420914
CC,07-08,7,6,4.043806855,3.616335861
CC,07-08,8,6,1.813536388,2.052710227
CC,07-08,9,6,6.002042657,6.542813411
CC,07-08,10,6,2.390773837,2.669648556
D,07-08,1,1,1.753692506,1.553410038
D,07-08,2,1,3.321055967,2.825612246
D,07-08,3,1,1.77726026,1.940191309
D,07-08,4,1,2.78292852,2.916478585
D,07-08,6,1,1.738722061,1.834620195
D,07-08,7,1,2.291897181,2.408501267
D,07-08,8,1,0.928523745,0.953136343
D,07-08,9,1,1.074827315,1.215532655
D,07-08,10,1,3.087910345,3.277671559
DD,07-08,1,6,1.456418099,1.596900082
DD,07-08,2,6,1.237447395,1.293879294
DD,07-08,3,6,0.893963839,0
DD,07-08,6,6,1.476692984,1.465185513
DD,07-08,7,6,1.172435318,1.072779614
DD,07-08,8,6,0.872107675,0.971517834
DD,07-08,9,6,2.509908758,2.805862327
DD,07-08,10,6,2.483643351,2.992011978
E,07-08,2,1,0.993822389,1.05049455
E,07-08,3,1,1.156805968,0
E,07-08,4,1,1.748985464,1.902181351
E,07-08,5,1,1.526571723,1.741280056
E,07-08,6,1,3.126781992,3.425613317
E,07-08,7,1,4.111309428,4.422935087
E,07-08,8,1,2.721629612,3.128751107
E,07-08,9,1,1.92816694,2.191236126
E,07-08,10,1,3.198431759,3.604695071
EE,07-08,2,6,3.698980478,0
EE,07-08,3,6,1.155176704,1.524535299
EE,07-08,4,6,1.776615003,2.109634909
EE,07-08,5,6,3.131277598,2.900533768
EE,07-08,6,6,1.073974502,1.314471073
EE,07-08,7,6,4.158385632,4.461565253
EE,07-08,8,6,2.888243986,2.501001377
EE,07-08,9,6,1.969407259,2.020676662
EE,07-08,10,6,1.430035944,1.547198295
F,07-08,1,2,1.63066393,1.784923415
F,07-08,2,2,2.103867614,2.052196393
F,07-08,3,2,1.434730837,1.415505054
F,07-08,4,2,0.165108855,0
F,07-08,5,2,5.327809471,5.478903261
F,07-08,6,2,0.193917484,0
F,07-08,7,2,0.525753037,0.615851501
F,07-08,8,2,3.190488208,3.070392872
FF,07-08,1,7,1.456762399,1.63473081
FF,07-08,2,7,1.922646542,2.148656363
FF,07-08,3,7,0.515724311,0
FF,07-08,4,7,1.998853602,2.209950692
FF,07-08,5,7,2.5783558,2.842378512
FF,07-08,6,7,2.431821455,2.576441884
FF,07-08,7,7,0.556478166,0.541960768
FF,07-08,8,7,1.766863653,1.797450539
FF,07-08,9,7,0.497699627,0.545991968
FF,07-08,10,7,0.917995816,0.682153044
GG,07-08,1,7,4.073076945,4.766604756
GG,07-08,2,7,2.399789172,2.45234641
GG,07-08,3,7,2.408977146,2.627989032
GG,07-08,4,7,0.529854026,0.454268274
GG,07-08,5,7,1.980630499,2.032465786
GG,07-08,6,7,1.833407893,1.706892979
GG,07-08,7,7,1.114116925,1.09697864
GG,07-08,8,7,1.256009702,1.523916449
GG,07-08,9,7,2.538940636,2.695507255
GG,07-08,10,7,1.353539295,1.450786699
H,07-08,2,2,0.189924441,0
H,07-08,3,2,0.260517482,0.295640784
H,07-08,7,2,2.416013104,2.680469485
H,07-08,8,2,1.822501076,1.609159176
H,07-08,9,2,1.18523007,1.317743216
H,07-08,10,2,0.941402664,1.091082788
HH,07-08,2,7,1.166618701,1.239436804
HH,07-08,3,7,2.555809058,2.821644477
HH,07-08,4,7,3.34630475,3.796235776
HH,07-08,5,7,2.411090845,2.673076159
HH,07-08,6,7,2.441072533,2.700633554
HH,07-08,7,7,1.694190937,1.646981942
HH,07-08,8,7,2.781675036,2.761796265
HH,07-08,9,7,0.954086389,0.960399571
HH,07-08,10,7,1.771883542,2.074932868
I,07-08,1,2,2.218315345,0
I,07-08,2,2,0.965531978,0
I,07-08,4,2,2.020618767,1.927659763
I,07-08,5,2,1.315290464,0
I,07-08,6,2,2.808520085,2.472055097
I,07-08,7,2,1.197943741,1.275878932
I,07-08,8,2,2.3796072,2.570764778
I,07-08,9,2,3.38094863,3.552519893
II,07-08,1,7,0.622191547,0.651997306
II,07-08,2,7,0.488557548,0.521002363
II,07-08,3,7,0.847108948,0.816091993
II,07-08,4,7,2.244179053,1.751080738
II,07-08,5,7,1.448677437,1.353281844
II,07-08,6,7,2.998749541,3.093009728
II,07-08,7,7,0.6962515,0.75655913
II,07-08,8,7,2.788846866,2.971186189
II,07-08,9,7,1.172459103,1.240808753
II,07-08,10,7,1.382352109,1.305024512
J,07-08,1,2,1.130884687,1.193436362
J,07-08,2,2,1.14688048,1.175345961
J,07-08,3,2,1.641125726,1.549470467
J,07-08,4,2,1.353305,1.592608096
J,07-08,5,2,2.21518307,2.403440457
J,07-08,6,2,0.282794026,0.300150581
J,07-08,7,2,1.844230614,1.591419692
J,07-08,8,2,0.871505897,0.994249604
J,07-08,9,2,2.348836766,2.461088049
J,07-08,10,2,1.240505358,0.806167546
JJ,07-08,1,7,1.369954283,0
JJ,07-08,2,7,1.155545904,1.165412703
JJ,07-08,3,7,4.547320477,4.613065176
JJ,07-08,4,7,1.004290287,0.774082992
JJ,07-08,5,7,3.979397552,3.551898014
JJ,07-08,6,7,1.559685408,1.767117323
JJ,07-08,7,7,1.774671454,1.98834391
JJ,07-08,9,7,0.766091754,0.825177475
JJ,07-08,10,7,2.584083846,2.894017746
K,07-08,1,3,1.886121433,2.290885203
K,07-08,2,3,4.153651881,4.453433418
K,07-08,3,3,2.373432443,2.737964991
K,07-08,4,3,1.729869802,1.894160355
K,07-08,5,3,3.396970391,4.00227761
K,07-08,6,3,1.833989605,2.188203473
K,07-08,7,3,5.394650072,5.698429022
K,07-08,8,3,0.981347039,1.107519358
K,07-08,9,3,1.645802172,1.702898018
K,07-08,10,3,0.526824098,0
KK,07-08,1,8,3.038988008,2.880819076
KK,07-08,2,8,2.174381334,2.087339507
KK,07-08,3,8,1.738207053,1.862022955
KK,07-08,4,8,1.718137602,1.680639703
KK,07-08,5,8,2.481410061,2.631861367
KK,07-08,6,8,2.981855499,4.067956475
KK,07-08,7,8,1.075705768,1.098995157
KK,07-08,8,8,0.989492447,1.017280189
KK,07-08,9,8,1.573753682,1.650777144
KK,07-08,10,8,5.256296988,5.657494014
L,07-08,2,3,2.451857943,1.868039358
L,07-08,3,3,2.868867461,2.629501686
L,07-08,4,3,3.371649727,4.219095654
L,07-08,6,3,1.641193482,0
L,07-08,8,3,5.878666653,5.345366292
L,07-08,9,3,2.903270773,2.873678439
LL,07-08,1,8,2.324798211,2.414373791
LL,07-08,2,8,2.186090075,2.629859714
LL,07-08,3,8,2.384791575,2.869157837
LL,07-08,4,8,3.791703479,3.789469827
LL,07-08,5,8,1.025501603,1.1752335
LL,07-08,6,8,1.58583639,1.846980032
LL,07-08,7,8,1.664004755,2.222666222
LL,07-08,8,8,3.252312283,3.493067969
LL,07-08,9,8,1.118279913,1.23608867
LL,07-08,10,8,1.165595916,1.19124884
M,07-08,1,3,2.379831313,1.858036095
M,07-08,2,3,1.924361186,2.107732101
M,07-08,4,3,1.369003825,1.09546855
M,07-08,5,3,0.792095386,0.866057174
M,07-08,6,3,3.360193579,3.666694705
M,07-08,7,3,3.159720301,3.348029968
M,07-08,8,3,2.614775259,2.971115846
M,07-08,9,3,4.300837091,4.669491862
M,07-08,10,3,3.301604373,5.245111935
MM,07-08,1,8,3.205120721,3.437301646
MM,07-08,2,8,2.704349657,2.999959419
MM,07-08,3,8,3.804418422,4.179826294
MM,07-08,4,8,1.747340627,1.992614393
MM,07-08,5,8,2.870392328,2.894992129
MM,07-08,6,8,0.50947842,0.567785094
MM,07-08,7,8,2.843776687,3.011897421
MM,07-08,8,8,0.745322263,0.720260932
MM,07-08,9,8,2.711949974,2.656765421
MM,07-08,10,8,1.137322865,1.386677301
N,07-08,1,3,1.681016672,1.290352812
N,07-08,3,3,1.86414887,2.08245846
N,07-08,4,3,1.104726671,1.124881897
N,07-08,5,3,3.983425401,3.966284216
N,07-08,6,3,1.588260179,1.478229546
N,07-08,7,3,2.264832955,2.568063221
N,07-08,8,3,1.36246711,1.438429434
N,07-08,9,3,3.24074943,3.919825947
N,07-08,10,3,1.450806997,1.342288948
NN,07-08,2,8,1.990190726,1.549207346
NN,07-08,4,8,2.10763932,2.265607759
NN,07-08,5,8,3.341825423,3.524449627
NN,07-08,6,8,1.416093195,1.458619916
NN,07-08,8,8,1.583009765,1.342248849
NN,07-08,9,8,1.816088433,1.89317682
NN,07-08,10,8,2.677585626,2.798536553
O,07-08,1,3,2.279960092,2.1726143
O,07-08,2,3,1.881550051,1.985020335
O,07-08,3,3,1.160176864,1.248937032
O,07-08,4,3,2.338074349,2.219161807
O,07-08,7,3,3.11239042,3.050049699
O,07-08,8,3,3.933383012,5.149967586
O,07-08,9,3,2.719815026,3.857047701
O,07-08,10,3,2.388558235,2.294727899
OO,07-08,1,8,2.640683377,2.780219412
OO,07-08,2,8,0.792960456,1.295605301
OO,07-08,3,8,0.557830453,0.566754005
OO,07-08,4,8,2.039106804,2.1986416
OO,07-08,5,8,2.825129056,2.641481083
OO,07-08,6,8,2.763770546,2.974611654
OO,07-08,7,8,3.816736299,0
OO,07-08,8,8,3.565122743,3.740235806
OO,07-08,9,8,1.779352048,1.833666542
OO,07-08,10,8,2.65594659,2.974110322
P,07-08,3,4,3.904195654,4.026736126
P,07-08,4,4,1.80403529,1.902223864
P,07-08,5,4,0.489191074,0
P,07-08,7,4,0.448072153,0
P,07-08,8,4,4.131077022,4.902855609
P,07-08,9,4,5.066014565,5.164270036
P,07-08,10,4,4.096203234,3.904841038
Q,07-08,2,4,1.183438683,0
Q,07-08,3,4,2.59453769,2.735182389
Q,07-08,4,4,1.206499165,1.12851941
Q,07-08,5,4,6.367438066,6.555876812
Q,07-08,6,4,3.293193436,3.74149979
Q,07-08,7,4,1.057138164,1.258297527
Q,07-08,8,4,2.699019784,2.940144968
Q,07-08,9,4,2.654519212,2.960702972
Q,07-08,10,4,2.345527362,2.51933114
R,07-08,2,4,3.883067336,3.504011812
R,07-08,3,4,1.467875739,1.608395207
R,07-08,4,4,1.602392712,2.069866959
R,07-08,5,4,2.557369218,3.724437205
R,07-08,6,4,7.291424558,7.769111743
R,07-08,7,4,4.32584325,6.776445514
R,07-08,8,4,1.50166269,1.669526526
R,07-08,9,4,2.79476493,3.044594443
R,07-08,10,4,1.666103389,2.036919803
S,07-08,1,4,4.058741204,3.733071683
S,07-08,2,4,3.068866579,3.27439441
S,07-08,3,4,2.020282517,2.263721699
S,07-08,4,4,1.40370534,1.633925807
S,07-08,5,4,3.024928314,3.37805516
S,07-08,7,4,1.240531163,1.61533821
S,07-08,8,4,2.190747167,2.322802481
S,07-08,9,4,4.059871379,4.14166826
S,07-08,10,4,3.417798892,3.678354705
T,07-08,1,4,2.53212448,1.710527767
T,07-08,2,4,1.05312458,0.848580478
T,07-08,3,4,3.369847357,3.411009502
T,07-08,4,4,5.011766235,6.321149177
T,07-08,5,4,6.494365762,6.036020011
T,07-08,6,4,3.423601012,2.213869942
T,07-08,7,4,2.676811076,2.127843228
T,07-08,8,4,2.150880746,2.590088304
T,07-08,9,4,2.799193244,2.696449339
T,07-08,10,4,3.136234461,2.339242165
U,07-08,2,5,1.723225281,1.74244313
U,07-08,3,5,1.555181595,1.537625821
U,07-08,4,5,3.207475625,2.91927001
U,07-08,6,5,3.242717153,3.500090242
U,07-08,7,5,2.914604828,3.382561738
U,07-08,8,5,0.444597725,0.563129689
U,07-08,9,5,0.731148373,0.898598942
U,07-08,10,5,2.537232501,2.517819117
V,07-08,1,5,1.132948346,1.120736582
V,07-08,2,5,1.702194673,1.97311185
V,07-08,4,5,3.000625075,0
V,07-08,5,5,1.709073348,1.747099842
V,07-08,6,5,2.04288019,2.011463069
